Wavelength,50uM DMAP only,50uM Ebs only,25uM DMAP,50uM DMAP,75uM DMAP,100uM DMAP,200uM DMAP,300uM DMAP,400uM DMAP,500uM DMAP,600uM DMAP
769.44,0.0001,0.0093,0.0322,0.0072,0.0265,0.0185,0.0166,-0.0029,0.0025,0.0127,0.0152
769.78,0.0002,0.0094,0.0321,0.0075,0.0268,0.0189,0.0165,-0.0028,0.0025,0.0129,0.0153
770.12,0,0.0093,0.0322,0.0076,0.0266,0.0188,0.0161,-0.0027,0.0027,0.0129,0.0152
770.47,-0.0002,0.0092,0.032,0.0074,0.0264,0.0186,0.0163,-0.0029,0.0025,0.0128,0.0152
770.81,-0.0003,0.0095,0.0321,0.0076,0.0268,0.0186,0.0163,-0.003,0.0023,0.0131,0.0153
771.15,-0.0004,0.0089,0.0319,0.0071,0.0268,0.0182,0.0159,-0.0033,0.0021,0.0128,0.0153
771.49,-0.0003,0.0087,0.0318,0.0071,0.0265,0.0182,0.0157,-0.0035,0.0024,0.013,0.0149
771.84,-0.0002,0.0086,0.0319,0.0074,0.0264,0.0182,0.0156,-0.0037,0.0025,0.013,0.0146
772.18,-0.0004,0.0086,0.0315,0.0073,0.0265,0.0181,0.0156,-0.0041,0.0028,0.013,0.0145
772.52,-0.0008,0.0086,0.0314,0.0073,0.0267,0.0183,0.0153,-0.0044,0.0028,0.0128,0.0145
772.87,-0.0005,0.0085,0.0317,0.0076,0.027,0.0189,0.0155,-0.0041,0.0035,0.0131,0.015
773.21,-0.0007,0.0087,0.0318,0.0079,0.0269,0.0187,0.0154,-0.0041,0.0035,0.0134,0.0149
773.55,-0.001,0.0086,0.0316,0.0075,0.0267,0.0183,0.0152,-0.0045,0.0035,0.013,0.0148
773.89,-0.0011,0.0086,0.0316,0.0077,0.0267,0.0184,0.0155,-0.0042,0.0034,0.013,0.0148
774.24,-0.0014,0.0086,0.0315,0.0077,0.0268,0.0186,0.0152,-0.004,0.0032,0.0128,0.015
774.58,-0.0013,0.0081,0.0313,0.0074,0.0265,0.0184,0.0153,-0.0042,0.003,0.0124,0.0147
774.92,-0.0013,0.0083,0.0314,0.0076,0.0263,0.0184,0.0153,-0.0039,0.0032,0.0123,0.0148
775.26,-0.0012,0.0086,0.0314,0.0077,0.0264,0.0184,0.0157,-0.0037,0.0033,0.0124,0.0153
775.61,-0.0014,0.0086,0.0312,0.0075,0.0264,0.0182,0.0155,-0.0039,0.0034,0.0122,0.0153
775.95,-0.0011,0.0083,0.0314,0.0075,0.0265,0.0184,0.0156,-0.0034,0.0033,0.0122,0.0153
776.29,-0.0009,0.008,0.0312,0.0072,0.0264,0.0181,0.0157,-0.0035,0.0033,0.0119,0.0154
776.63,-0.0011,0.0079,0.031,0.0069,0.0262,0.018,0.0154,-0.0034,0.0032,0.0117,0.0154
776.97,-0.0009,0.0078,0.0311,0.0068,0.0265,0.0183,0.0154,-0.0031,0.0033,0.0113,0.0157
777.32,-0.0009,0.0079,0.0314,0.007,0.0267,0.0184,0.0158,-0.0028,0.0036,0.0115,0.0158
777.66,-0.0007,0.0078,0.0313,0.0069,0.0265,0.0184,0.0156,-0.0034,0.0037,0.0115,0.0161
778,-0.0003,0.0082,0.0318,0.0072,0.0265,0.0187,0.016,-0.0032,0.0041,0.0116,0.0162
778.34,-0.0005,0.0083,0.0318,0.0071,0.0263,0.019,0.0157,-0.0031,0.0042,0.0115,0.0164
778.68,-0.0008,0.0083,0.0319,0.0069,0.0262,0.019,0.0156,-0.0033,0.004,0.0116,0.0163
779.02,-0.0007,0.0085,0.0324,0.0071,0.0264,0.0194,0.0158,-0.0029,0.0042,0.0117,0.0164
779.37,-0.0005,0.0089,0.0328,0.0073,0.0264,0.0197,0.0163,-0.0022,0.0042,0.0118,0.0166
779.71,-0.0006,0.0089,0.0326,0.0075,0.0262,0.019,0.016,-0.0027,0.004,0.0116,0.0163
780.05,-0.0006,0.0093,0.0326,0.0077,0.0258,0.0191,0.016,-0.0021,0.0038,0.0121,0.016
780.39,-0.0003,0.0097,0.0329,0.0077,0.0263,0.0191,0.0165,-0.0021,0.0038,0.0122,0.0159
780.73,-0.0004,0.0092,0.0329,0.0077,0.0259,0.019,0.0166,-0.0021,0.0038,0.0123,0.0155
781.07,-0.0001,0.0093,0.0329,0.0076,0.0258,0.0193,0.017,-0.002,0.0036,0.0125,0.0154
781.42,0,0.0095,0.0328,0.0074,0.0258,0.0195,0.0171,-0.0017,0.0036,0.0124,0.0155
781.76,0.0001,0.0096,0.0327,0.0073,0.0262,0.0196,0.0172,-0.0018,0.0036,0.0131,0.0158
782.1,0.0006,0.01,0.0327,0.0075,0.0264,0.0196,0.0176,-0.0016,0.004,0.0135,0.0158
782.44,0.0009,0.0102,0.033,0.0076,0.0265,0.02,0.0179,-0.0012,0.0044,0.0138,0.0157
782.78,0.0009,0.0098,0.0326,0.0075,0.0265,0.02,0.0173,-0.0014,0.0042,0.0137,0.0154
783.12,0.0006,0.0097,0.0322,0.0071,0.0264,0.0198,0.0168,-0.0018,0.004,0.0135,0.0152
783.46,0.0005,0.0098,0.0327,0.0068,0.0266,0.0201,0.017,-0.0017,0.0041,0.0136,0.0151
783.8,0.0003,0.0097,0.0326,0.0069,0.0268,0.02,0.0168,-0.0018,0.0041,0.0136,0.0152
784.14,0,0.0095,0.0324,0.0066,0.0266,0.0196,0.016,-0.0021,0.0035,0.0133,0.0152
784.48,0.0001,0.0099,0.0325,0.0069,0.0267,0.0198,0.0163,-0.0023,0.0037,0.0132,0.0156
784.83,-0.0001,0.0099,0.0324,0.0066,0.0269,0.0196,0.016,-0.0025,0.0037,0.0129,0.0155
785.17,-0.0004,0.0096,0.0323,0.0066,0.0268,0.0193,0.0154,-0.0026,0.0035,0.0129,0.0151
785.51,-0.0003,0.0095,0.0323,0.0066,0.0267,0.0189,0.0152,-0.0027,0.0035,0.0127,0.0151
785.85,-0.0007,0.0094,0.0324,0.0063,0.0266,0.0188,0.0151,-0.0029,0.0034,0.0126,0.015
786.19,-0.0008,0.0091,0.0317,0.0063,0.0268,0.0186,0.0148,-0.0033,0.003,0.0124,0.0149
786.53,-0.0011,0.0094,0.0319,0.0063,0.0271,0.0185,0.0153,-0.0033,0.0028,0.0127,0.0151
786.87,-0.0005,0.0095,0.0321,0.0065,0.0274,0.0189,0.0158,-0.0029,0.0033,0.013,0.0153
787.21,-0.0003,0.0098,0.0324,0.0068,0.0272,0.0188,0.0158,-0.0031,0.0035,0.0131,0.0157
787.55,-0.0004,0.0096,0.0325,0.0064,0.0273,0.0191,0.0159,-0.0034,0.0033,0.0128,0.0155
787.89,-0.0001,0.0098,0.0326,0.0068,0.0274,0.0196,0.0164,-0.0033,0.0039,0.0133,0.0159
788.23,0,0.01,0.0326,0.0067,0.0275,0.0195,0.016,-0.0034,0.0038,0.0137,0.016
788.57,-0.0001,0.0098,0.0325,0.007,0.027,0.0192,0.0159,-0.0039,0.0034,0.0134,0.016
788.91,0,0.0097,0.0328,0.007,0.0276,0.0189,0.0165,-0.0042,0.0033,0.0132,0.0163
789.25,-0.0003,0.0097,0.0326,0.0069,0.0277,0.0189,0.0164,-0.0043,0.003,0.0129,0.0161
789.59,0.0001,0.0098,0.0328,0.0075,0.028,0.0194,0.0165,-0.0042,0.0032,0.0134,0.0164
789.93,0,0.0098,0.0329,0.0074,0.028,0.0193,0.0167,-0.0041,0.0032,0.0134,0.0164
790.27,0.0003,0.0098,0.0329,0.008,0.028,0.0194,0.0167,-0.004,0.0035,0.0135,0.0167
790.61,-0.0001,0.0092,0.0328,0.0077,0.0273,0.0188,0.016,-0.0048,0.0028,0.0129,0.0164
790.95,-0.0003,0.009,0.0325,0.0074,0.0272,0.0188,0.016,-0.0053,0.0025,0.0128,0.0163
791.29,-0.0001,0.0089,0.0325,0.008,0.0273,0.0187,0.0163,-0.0052,0.0027,0.013,0.0165
791.63,-0.0002,0.0086,0.0327,0.0079,0.0273,0.0187,0.0163,-0.0054,0.0027,0.0127,0.0162
791.97,-0.0001,0.0084,0.0329,0.008,0.0276,0.019,0.0168,-0.0053,0.0026,0.0128,0.0162
792.31,0.0001,0.0088,0.0334,0.0079,0.0281,0.0191,0.0169,-0.0048,0.0029,0.0127,0.0164
792.65,0.0002,0.0087,0.0332,0.0076,0.028,0.0192,0.0169,-0.0049,0.0031,0.0127,0.0162
792.99,0.0007,0.0089,0.0338,0.0078,0.0283,0.0201,0.0171,-0.0044,0.0036,0.013,0.0162
793.33,0.0011,0.0087,0.0337,0.0076,0.0284,0.02,0.0171,-0.0042,0.0037,0.013,0.0161
793.67,0.0011,0.0093,0.0342,0.0081,0.0282,0.0199,0.0171,-0.0043,0.0041,0.0132,0.0163
794,0.0007,0.0092,0.0345,0.0074,0.0283,0.0197,0.0167,-0.0049,0.0041,0.0133,0.0164
794.34,0.0007,0.0099,0.0349,0.0078,0.0288,0.0201,0.0174,-0.0043,0.0044,0.0139,0.0165
794.68,0.0009,0.0099,0.0349,0.0077,0.0289,0.0206,0.0173,-0.0038,0.0042,0.0141,0.0166
795.02,0.0012,0.0098,0.0353,0.0075,0.0291,0.0207,0.0171,-0.0037,0.0043,0.0142,0.0166
795.36,0.0013,0.0104,0.0357,0.0076,0.0292,0.021,0.0176,-0.0034,0.0046,0.0145,0.0172
795.7,0.0007,0.0101,0.0355,0.0073,0.0289,0.0207,0.0174,-0.0037,0.0042,0.0143,0.0168
796.04,0.0005,0.0097,0.0353,0.0073,0.0287,0.0204,0.0171,-0.0037,0.0041,0.0145,0.0165
796.38,0.0002,0.01,0.0355,0.0078,0.0286,0.0207,0.017,-0.0034,0.004,0.0148,0.0165
796.72,0,0.0099,0.0353,0.0076,0.0284,0.0201,0.017,-0.0036,0.004,0.0146,0.0168
797.06,-0.0006,0.0101,0.0352,0.0075,0.0285,0.0198,0.0171,-0.0038,0.0039,0.0138,0.0168
797.39,-0.0009,0.0094,0.0351,0.0071,0.0287,0.02,0.017,-0.0033,0.004,0.0134,0.0168
797.73,-0.0011,0.009,0.0343,0.0071,0.0284,0.0196,0.0169,-0.0033,0.0033,0.0126,0.0159
798.07,-0.0012,0.0086,0.0339,0.0066,0.0285,0.0195,0.0166,-0.0036,0.0033,0.0124,0.0159
798.41,-0.0016,0.0085,0.0333,0.0067,0.0284,0.019,0.0169,-0.0037,0.0038,0.0122,0.0157
798.75,-0.0019,0.0089,0.0333,0.0069,0.0287,0.019,0.0171,-0.0035,0.0042,0.012,0.0158
799.09,-0.0024,0.0086,0.033,0.0067,0.0285,0.0186,0.0166,-0.0037,0.0039,0.0116,0.0155
